occ2_tgt3_hid0_seed89_stack_uc0_semantic | goal=stack seed=89 | placed green_object@free_001 line=130 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic | goal=holding seed=66 | placed green_object@free_001 line=322 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic | goal=holding seed=66 | placed orange_object@free_057 line=463 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.05 | goal=holding seed=66 | placed red_object@free_005 line=238 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.05 | goal=holding seed=66 | placed green_object@free_001 line=338 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.05 | goal=holding seed=66 | placed orange_object@free_087 line=581 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.1 | goal=holding seed=66 | placed green_object@free_001 line=138 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.1 | goal=holding seed=66 | placed orange_object@free_005 line=226 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.135 | goal=holding seed=66 | placed blue_object@free_001 line=967 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.135 | goal=holding seed=66 | placed orange_object@free_013 line=1216 -> reblocks ['shadow_of_orange_object'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.18 | goal=holding seed=66 | placed red_object@free_001 line=401 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed66_holding_uc0_semantic_mbs0.18 | goal=holding seed=66 | placed blue_object@free_014 line=489 -> reblocks ['shadow_of_orange_object', 'shadow_006'] (target true hiding place=True, oracle_shadow=shadow_of_orange_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed69_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=69 | placed blue_object@free_003 line=225 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed69_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=69 | placed red_object@free_001 line=315 -> reblocks ['shadow_027'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed69_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=69 | placed blue_object@free_003 line=226 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed69_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=69 | placed red_object@free_001 line=315 -> reblocks ['shadow_027'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed69_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=69 | placed blue_object@free_012 line=317 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ4_seed69_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=69 | placed blue_object@free_012 line=315 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=True final_outcome=FAILED: Planner returned no plan (1 unsearched shadows remaining)
randpairs_occ4_seed69_holding_uc0_semantic | goal=holding seed=69 | placed green_object@free_005 line=990 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed69_holding_uc0_semantic_mbs0.1 | goal=holding seed=69 | placed green_object@free_003 line=226 -> reblocks ['shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed69_holding_uc0_semantic_mbs0.135 | goal=holding seed=69 | placed blue_object@free_003 line=222 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=True final_outcome=FAILED: Belief said target was found but physics check disagreed (see PHYSICAL_FAILURE above) — audit S-18
randpairs_occ4_seed69_holding_uc0_semantic_mbs0.135 | goal=holding seed=69 | placed red_object@free_005 line=306 -> reblocks ['shadow_008'] (target true hiding place=False, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=True final_outcome=FAILED: Belief said target was found but physics check disagreed (see PHYSICAL_FAILURE above) — audit S-18
randpairs_occ4_seed69_holding_uc0_uniform | goal=holding seed=69 | placed green_object@free_170 line=203 -> reblocks ['shadow_of_blue_object', 'shadow_of_green_object'] (target true hiding place=True, oracle_shadow=shadow_of_green_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=75 | placed red_object@free_002 line=231 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=75 | placed orange_object@free_002 line=227 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=75 | placed green_object@free_017 line=316 -> reblocks ['shadow_011'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=75 | placed red_object@free_001 line=994 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_find-and-tray-stack_uc0_semantic_mbs0.135 | goal=find-and-tray-stack seed=75 | placed red_object@free_001 line=323 -> reblocks ['shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=75 | placed orange_object@free_001 line=384 -> reblocks ['shadow_of_orange_object', 'shadow_of_red_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_holding_uc0_semantic | goal=holding seed=75 | placed red_object@free_003 line=135 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_holding_uc0_semantic_mbs0.05 | goal=holding seed=75 | placed red_object@free_003 line=136 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_holding_uc0_semantic_mbs0.1 | goal=holding seed=75 | placed orange_object@free_002 line=209 -> reblocks ['shadow_of_orange_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_holding_uc0_semantic_mbs0.1 | goal=holding seed=75 | placed green_object@free_018 line=517 -> reblocks ['shadow_of_red_object', 'shadow_006'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_holding_uc0_semantic_mbs0.135 | goal=holding seed=75 | placed blue_object@free_005 line=325 -> reblocks ['shadow_of_blue_object', 'shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_holding_uc0_semantic_mbs0.18 | goal=holding seed=75 | placed red_object@free_005 line=388 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed75_holding_uc0_uniform | goal=holding seed=75 | placed red_object@free_164 line=130 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic | goal=find-and-tray-stack seed=626871096 | placed red_object@free_002 line=245 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.05 | goal=find-and-tray-stack seed=626871096 | placed red_object@free_002 line=333 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=626871096 | placed orange_object@free_003 line=322 -> reblocks ['shadow_of_orange_object__00', 'shadow_of_orange_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=4 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=626871096 | placed green_object@free_002 line=479 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=3 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=626871096 | placed blue_object@free_020 line=635 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=626871096 | placed purple_object@free_029 line=728 -> reblocks ['shadow_022'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.1 | goal=find-and-tray-stack seed=626871096 | placed red_object@free_031 line=821 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=626871096 | placed green_object@free_004 line=565 -> reblocks ['shadow_of_green_object'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_find-and-tray-stack_uc0_semantic_mbs0.18 | goal=find-and-tray-stack seed=626871096 | placed red_object@free_012 line=720 -> reblocks ['shadow_of_red_object__00', 'shadow_of_red_object__01', 'shadow_of_red_object__02'] (target true hiding place=False, oracle_shadow=None) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_holding_uc0_semantic | goal=holding seed=87 | placed green_object@free_003 line=212 -> reblocks ['shadow_of_green_object__02', 'shadow_of_green_object__03'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=2 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_holding_uc0_semantic | goal=holding seed=87 | placed blue_object@free_049 line=583 -> reblocks ['shadow_of_blue_object'] (target true hiding place=False, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=1 episode_ended_by_this=False final_outcome=SUCCESS
randpairs_occ4_seed87_holding_uc0_semantic | goal=holding seed=87 | placed red_object@free_124 line=817 -> reblocks ['shadow_of_red_object'] (target true hiding place=True, oracle_shadow=shadow_of_red_object) | plan_restarts_after=0 placements_after=0 episode_ended_by_this=False final_outcome=SUCCESS
